Food Code; code,Food Name; name,Local Name; lang,Energy; enerc,Total Fat; fatce,Dietary Fiber; fibtg,Carbohydrate; choavldf,Protein; protcnt
P001,"VALLI POOMEEN, VALLIPOOMEEN",MAL,406,0.98,0.0,0.0,21.77
P001,"SHONAS, DANDELI, CHIRYA",MAR,406,0.98,0.0,0.0,21.77
P001,NAUM,O,406,0.98,0.0,0.0,21.77
P001,"POOMEEN, ULLAHTI, MANNA, MOORAN KENDAI",TAM,406,0.98,0.0,0.0,21.77
P001,"JINNAGOW, JALLAGU",TEL,406,0.98,0.0,0.0,21.77
P001,"TENPOUNDER, LADYFISH, INDO PACIFIC TARPON",E,406,0.98,0.0,0.0,21.77
P002,"BLACK POMFRET, BROWN POMFRET, POMFRET",E,434,1.8,0.0,0.0,21.63
P002,HALWA,KON,434,1.8,0.0,0.0,21.63
P002,ALUVA,"E. BLACK POMFRET, BROWN POMFRET, POMFRET; G. HALWA, ADADIO; KAN. THONDROTTE; KON. HALWA; MAL. KARUVOLLI, KARAUTHAKOLI, AVOLI, VELLAVOLI; MAR. HALWA; TAM. VELLAIVAVAL, VAVVAL, KARUVAVAL; TEL. NALLACHANDUVA, CHANDUVA, THELLACHANDUVA; [PLACE OF COLLECTION: VIZAG, GOA AND MUMBAI]",434,1.8,0.0,0.0,21.63
P002,"NALLACHANDUVA, CHANDUVA, THELLACHANDUVA",TEL,434,1.8,0.0,0.0,21.63
P002,"VELLAIVAVAL, VAVVAL, KARUVAVAL",TAM,434,1.8,0.0,0.0,21.63
P002,"KARUVOLLI, KARAUTHAKOLI, AVOLI, VELLAVOLI",MAL,434,1.8,0.0,0.0,21.63
P002,THONDROTTE,KAN,434,1.8,0.0,0.0,21.63
P002,"HALWA, ADADIO",G,434,1.8,0.0,0.0,21.63
P003,TAMIL NETHILLI,TAM,367,0.78,0.0,0.0,19.88
P003,NATTOO,TEL,367,0.78,0.0,0.0,19.88
P003,"INDIAN ANCHOVY, HARDENBERG`S ANCHOVY",E,367,0.78,0.0,0.0,19.88
P003,CONETHOLI,MAL,367,0.78,0.0,0.0,19.88
P003,ANCHOVY,"E. INDIAN ANCHOVY, HARDENBERG`S ANCHOVY; MAL. CONETHOLI; MAR. DINDUS; TAM. TAMIL NETHILLI; TEL. NATTOO; [PLACE OF COLLECTION: CHENNAI AND KOCHI]",367,0.78,0.0,0.0,19.88
P003,DINDUS,MAR,367,0.78,0.0,0.0,19.88
P004,ARI FISH,E. GREEN JOBFISH; [PLACE OF COLLECTION: KOCHI],415,1.11,0.0,0.0,22.01
P004,GREEN JOBFISH,E,415,1.11,0.0,0.0,22.01
P005,BETKI,"E. BARRAMUNDI, ASIAN SEA BASS, COCKUP, COCK UP, GIANT SEA PERCH, GIANT SEAPERCH; B. BHEKTI; G. BEKTI, GARIYU; KAN. KELIJI, KOLIJI; MAL. NARIMEEN, NUDDEE MEEN, NAIR MEEN, NARI MEEN; MAR. KHAJURA, JITEDA, KHAJURI, FITADAR; O. DURRUAH, BEKKUT; TAM. PAINNEE MEEN, KODUVA, KEDUWA; TEL. PANDU KOPAH, DADHARA, PANDU MENU; [PLACE OF COLLECTION: KOLKATA]",284,0.29,0.0,0.0,15.28
P005,"PANDU KOPAH, DADHARA, PANDU MENU",TEL,284,0.29,0.0,0.0,15.28
P005,"PAINNEE MEEN, KODUVA, KEDUWA",TAM,284,0.29,0.0,0.0,15.28
P005,"DURRUAH, BEKKUT",O,284,0.29,0.0,0.0,15.28
P005,"KHAJURA, JITEDA, KHAJURI, FITADAR",MAR,284,0.29,0.0,0.0,15.28
P005,"NARIMEEN, NUDDEE MEEN, NAIR MEEN, NARI MEEN",MAL,284,0.29,0.0,0.0,15.28
P005,"BEKTI, GARIYU",G,284,0.29,0.0,0.0,15.28
P005,BHEKTI,B,284,0.29,0.0,0.0,15.28
P005,"BARRAMUNDI, ASIAN SEA BASS, COCKUP, COCK UP, GIANT SEA PERCH, GIANT SEAPERCH",E,284,0.29,0.0,0.0,15.28
P005,"KELIJI, KOLIJI",KAN,284,0.29,0.0,0.0,15.28
P006,BLACK SNAPPER,[PLACE OF COLLECTION: KOLKATA],377,1.24,0.0,0.0,19.5
P007,"NEHARE, LUTIA, BAMALOH",B,287,1.03,0.0,0.0,13.53
P007,BUMMALO,E,287,1.03,0.0,0.0,13.53
P007,"BUMLA, GULCHI",G,287,1.03,0.0,0.0,13.53
P007,BOMBIL,O,287,1.03,0.0,0.0,13.53
P007,VANGARAVASI,TAM,287,1.03,0.0,0.0,13.53
P007,"CUCAH SAWAHRI, COCO MOTTAH",TEL,287,1.03,0.0,0.0,13.53
P007,LIZARDFISH,COMMON,287,1.03,0.0,0.0,13.53
P007,BOMBAY DUCK,"E. BUMMALO; B. NEHARE, LUTIA, BAMALOH; G. BUMLA, GULCHI; MAR. BUNMALO, BOMBIL; O. BOMBIL; TAM. VANGARAVASI; TEL. CUCAH SAWAHRI, COCO MOTTAH; COMMON. LIZARDFISH; [PLACE OF COLLECTION: MUMBAI AND KOLKATA]",287,1.03,0.0,0.0,13.53
P007,"BUNMALO, BOMBIL",MAR,287,1.03,0.0,0.0,13.53
P008,"DAGGERTOOTH PIKE CONGER, DAGGER TOOTH PIKE CONGER",E,485,2.87,0.0,0.0,22.3
P008,EEL,COMMON,485,2.87,0.0,0.0,22.3
P008,BOMMURALU,"E. DAGGERTOOTH PIKE CONGER, DAGGER TOOTH PIKE CONGER; COMMON. EEL; [PLACE OF COLLECTION: CHENNAI, GOA AND VIZAG]",485,2.87,0.0,0.0,22.3
P009,CAT FISH,[PLACE OF COLLECTION: CHENNAI],456,2.13,0.0,0.0,22.18
P010,PERCIFORM MARINE FISH,COMMON,406,1.68,0.0,0.0,20.21
P010,PEDDAH MOTTAH,TEL,406,1.68,0.0,0.0,20.21
P010,CHAKLA,"E. COBIA, BLACK KINGFISH, BLACK KING FISH, BUTTERFISH, BLACK SALMON, LING, LEMONFISH, CRABEATER, PRODIGAL SON, BLACK BONITO; G. MODASA; MAL. NEIMEEN; MAR. MUDDUS, SAKALA, SAKLA, MADUSA; TAM. CUDDUL VERARL, KADAL VIRAL; TEL. PEDDAH MOTTAH; COMMON. PERCIFORM MARINE FISH; [PLACE OF COLLECTION: MUMBAI, VIZAG, GOA, MANDAPAM AND CHENNAI]",406,1.68,0.0,0.0,20.21
P010,"MUDDUS, SAKALA, SAKLA, MADUSA",MAR,406,1.68,0.0,0.0,20.21
P010,MODASA,G,406,1.68,0.0,0.0,20.21
P010,"COBIA, BLACK KINGFISH, BLACK KING FISH, BUTTERFISH, BLACK SALMON, LING, LEMONFISH, CRABEATER, PRODIGAL SON, BLACK BONITO",E,406,1.68,0.0,0.0,20.21
P010,"CUDDUL VERARL, KADAL VIRAL",TAM,406,1.68,0.0,0.0,20.21
P010,NEIMEEN,MAL,406,1.68,0.0,0.0,20.21
P011,CHAPPAL,E. UNICORN LEATHERJACKET; COMMON. FILEFISH; [PLACE OF COLLECTION: GOA],317,0.67,0.0,0.0,17.17
P011,FILEFISH,COMMON,317,0.67,0.0,0.0,17.17
P011,UNICORN LEATHERJACKET,E,317,0.67,0.0,0.0,17.17
P012,"RAINBOW RUNNER, RAINBOW YELLOWTAIL, SPANISH JACK, HAWAIIAN SALMON",E,366,0.7,0.0,0.0,20.02
P012,"POOMEEN, CHAMEEN",MAL,366,0.7,0.0,0.0,20.02
P012,KULKUL,TAM,366,0.7,0.0,0.0,20.02
P012,PELAGIC MARINE FISH,COMMON,366,0.7,0.0,0.0,20.02
P012,CHELU,"E. RAINBOW RUNNER, RAINBOW YELLOWTAIL, SPANISH JACK, HAWAIIAN SALMON; MAL. POOMEEN, CHAMEEN; TAM. KULKUL; COMMON. PELAGIC MARINE FISH; [PLACE OF COLLECTION: VIZAG AND CHENNAI]",366,0.7,0.0,0.0,20.02
P013,"FIVE LINED SNAPPER, BLUE STRIPED SNAPPER, FIVELINES SEAPERCH, GOLD STRIPED SEA-PERCH, FIVE LINE SNAPPER, FIVELINED SNAPPER",E,406,1.77,0.0,0.0,20.06
P013,SNAPPER,COMMON,406,1.77,0.0,0.0,20.06
P013,CHEMBALI,"E. FIVE LINED SNAPPER, BLUE STRIPED SNAPPER, FIVELINES SEAPERCH, GOLD STRIPED SEA-PERCH., FIVE LINE SNAPPER, FIVELINED SNAPPER; COMMON. SNAPPER; [PLACE OF COLLECTION: KOCHI]",406,1.77,0.0,0.0,20.06
P014,"CRIMSON JOBFISH, CRIMSON SNAPPER, OPAKAPAKA, HAWAIIAN PINK SNAPPER",E,454,2.02,0.0,0.0,22.3
P014,ERI MEEN,"E. CRIMSON JOBFISH, CRIMSON SNAPPER, OPAKAPAKA, HAWAIIAN PINK SNAPPER; COMMON. SNAPPER; [PLACE OF COLLECTION: KOCHI]",454,2.02,0.0,0.0,22.3
P015,GOBRO,"E. CORAL COD, SIX BARRED REEF COD, THORNYCHEEK GROUPER, SPINYCHEEK GROUPER, GROUPER, SIX BARRED REEF COD, SEABASS, CORAL TROUT; KAN. GURI; KON. GOBRI; MAL. KALAWA, VARAYAN KALAWA; MAR. GOBRA, HEKARU; TAM. KALAVA; COMMON. SERRANID FISH; [PLACE OF COLLECTION: MUMBAI AND GOA]",362,0.88,0.0,0.0,19.37
P015,GOBRI,KON,362,0.88,0.0,0.0,19.37
P015,"GOBRA, HEKARU",MAR,362,0.88,0.0,0.0,19.37
P015,"KALAWA, VARAYAN KALAWA",MAL,362,0.88,0.0,0.0,19.37
P015,GURI,KAN,362,0.88,0.0,0.0,19.37
P015,"CORAL COD, SIX BARRED REEF COD, THORNYCHEEK GROUPER, SPINYCHEEK GROUPER, GROUPER, SIX BARRED REEF COD, SEABASS, CORAL TROUT",E,362,0.88,0.0,0.0,19.37
P015,SERRANID FISH,COMMON,362,0.88,0.0,0.0,19.37
P016,GUITAR FISH,[PLACE OF COLLECTION: CHENNAI],400,0.44,0.0,0.0,22.56
P017,HILSA,"E. ILISH, HILSA, RIVER SHAD, INDIAN SHAD, HILSA SHAD; A. ELISH, ILISH; B. ILISHMACH, ILISH, HILSA, ILISHA, HILSHA; G. CHASKI, PALLA, CHAKSI, CHAKSHI; H. HILSA; KAN. PALASA, PALIYA, POLASA, PALIA, MULLASU; MAL. PALUVA, VALAVA, PALIYAH; MAR. PALVA, CHAKSI, PALA, PALLA; O. ILISHA, ILISH, JODI; TAM. KARUVA ULLAM, SEVVA, DOLUM, ULLAM, OOLUM; TEL. PALASAH, POLASA, PALASA, PALIA; COMMON. HERRING; [PLACE OF COLLECTION: KOCHI]",1083,18.49,0.0,0.0,21.8
P017,"PALASAH, POLASA, PALASA, PALIA",TEL,1083,18.49,0.0,0.0,21.8
P017,"PALUVA, VALAVA, PALIYAH",MAL,1083,18.49,0.0,0.0,21.8
P017,"ILISHA, ILISH, JODI",O,1083,18.49,0.0,0.0,21.8
P017,"PALVA, CHAKSI, PALA, PALLA",MAR,1083,18.49,0.0,0.0,21.8
P017,"PALASA, PALIYA, POLASA, PALIA, MULLASU",KAN,1083,18.49,0.0,0.0,21.8
P017,"CHASKI, PALLA, CHAKSI, CHAKSHI",G,1083,18.49,0.0,0.0,21.8
P017,"ILISHMACH, ILISH, HILSA, ILISHA, HILSHA",B,1083,18.49,0.0,0.0,21.8
P017,"ELISH, ILISH",A,1083,18.49,0.0,0.0,21.8
P017,"ILISH, HILSA, RIVER SHAD, INDIAN SHAD, HILSA SHAD",E,1083,18.49,0.0,0.0,21.8
P017,"KARUVA ULLAM, SEVVA, DOLUM, ULLAM, OOLUM",TAM,1083,18.49,0.0,0.0,21.8
P017,HERRING,COMMON,1083,18.49,0.0,0.0,21.8
P018,ARIUS,E,420,1.46,0.0,0.0,21.55
P018,CATFISH,COMMON,420,1.46,0.0,0.0,21.55
P018,JALLAL,E. ARIUS; COMMON. CATFISH; [PLACE OF COLLECTION: VIZAG],420,1.46,0.0,0.0,21.55
P019,EMPEROR FISH,COMMON,453,1.92,0.0,0.0,22.45
P019,"PIG FACE BREAM, SILVER SPOTTED SEA BREAM, BRIDLED PIGFACE BREAM",E,453,1.92,0.0,0.0,22.45
P019,VALAMIN,TAM,453,1.92,0.0,0.0,22.45
P019,KARUA,TEL,453,1.92,0.0,0.0,22.45
P019,"PULLIVELAMEEN, KADU",MAL,453,1.92,0.0,0.0,22.45
P019,JATHI VELA MEEN,"E. PIG FACE BREAM, SILVER SPOTTED SEA BREAM, BRIDLED PIGFACE BREAM; MAL. PULLIVELAMEEN, KADU; TAM. VALAMIN; TEL. KARUA; COMMON. EMPEROR FISH; [PLACE OF COLLECTION: MUMBAI AND MANDAPAM]",453,1.92,0.0,0.0,22.45
P020,INDIAN LIZARDFISH,E,368,1.34,0.0,0.0,18.72
P020,KADAL BRAL,E. INDIAN LIZARDFISH; COMMON. LIZARDFISH; [PLACE OF COLLECTION: KOCHI],368,1.34,0.0,0.0,18.72
P021,KADALI,E. REDFILAMENT THREADFIN BREAM; [PLACE OF COLLECTION: CHENNAI],530,4.2,0.0,0.0,22.07
P021,REDFILAMENT THREADFIN BREAM,E,530,4.2,0.0,0.0,22.07
P022,KALAMAARA,"E. INDIAN THREADFIN, MONK FISH, THREAD FIN, ROW BALL, BASTARD MULLETS, BAMIN, THREADFIN, INDIAN SALMON, GIANT THREADFIN, INDIAN THREADFIN; G. DARA, DARHA, DADHA; KAN. VAHMEENU, RAMAS; MAL. THAMUTHI, YETA, WAHMEEN, BAAMEEN, NORAKUDIYAN, BAHMIN; MAR. DARA, DARHA, CHELNA; TAM. THIRAVALAI, VELLAIKALA, SEENAKALAI, TAHLUNKALA, PANIGALA, VALANAKALA, KALA, BATTIHIRAVALAI, KONDIANGALAI, KATTIKALAI; TEL. PODIKIMAGA, BUDATHAMAGA, BODDUMAGA, THELLAMAGA, SAHALA, MAGA-BOOSHEE; COMMON. COASTAL FISH; [PLACE OF COLLECTION: GOA AND VIZAG]",523,4.54,0.0,0.0,20.89
P022,"INDIAN THREADFIN, MONK FISH, THREAD FIN, ROW BALL, BASTARD MULLETS, BAMIN, THREADFIN, INDIAN SALMON, GIANT THREADFIN, INDIAN THREADFIN",E,523,4.54,0.0,0.0,20.89
P022,"DARA, DARHA, DADHA",G,523,4.54,0.0,0.0,20.89
P022,"VAHMEENU, RAMAS",KAN,523,4.54,0.0,0.0,20.89
P022,"THAMUTHI, YETA, WAHMEEN, BAAMEEN, NORAKUDIYAN, BAHMIN",MAL,523,4.54,0.0,0.0,20.89
P022,"DARA, DARHA, CHELNA",MAR,523,4.54,0.0,0.0,20.89
P022,"THIRAVALAI, VELLAIKALA, SEENAKALAI, TAHLUNKALA, PANIGALA, VALANAKALA, KALA, BATTIHIRAVALAI, KONDIANGALAI, KATTIKALAI",TAM,523,4.54,0.0,0.0,20.89
P022,"PODIKIMAGA, BUDATHAMAGA, BODDUMAGA, THELLAMAGA, SAHALA, MAGA-BOOSHEE",TEL,523,4.54,0.0,0.0,20.89
P022,COASTAL FISH,COMMON,523,4.54,0.0,0.0,20.89
P023,KALAVA,"E. ORANGE SPOTTED GROUPER, ESTUARY COD; [PLACE OF COLLECTION: MANDAPAM]",374,1.2,0.0,0.0,19.38
P023,"ORANGE SPOTTED GROUPER, ESTUARY COD",E,374,1.2,0.0,0.0,19.38
P024,"BLUBBERLIP SNAPPER, MAORI SNAPPER, MULTI COLOURED SNAPPER",E,367,0.65,0.0,0.0,20.19
P024,KATHUPIRIYAN,MAL,367,0.65,0.0,0.0,20.19
P024,CUTTU PIRIUM,TAM,367,0.65,0.0,0.0,20.19
P024,KANAMAYYA,"E. BLUBBERLIP SNAPPER, MAORI SNAPPER, MULTI COLOURED SNAPPER; MAL. KATHUPIRIYAN; TAM. CUTTU PIRIUM; COMMON. SNAPPER; [PLACE OF COLLECTION: CHENNAI AND VIZAG]",367,0.65,0.0,0.0,20.19
P025,"DIAMOND TREVALLY, INDIAN THREADFISH, INDIAN THREADFIN, MIRROR FISH, PLUMED TREVALLY",E,423,1.27,0.0,0.0,22.09
P025,COASTAL MARINE FISH,COMMON,423,1.27,0.0,0.0,22.09
P025,KANNADI PAARAI,"E. DIAMOND TREVALLY, INDIAN THREADFISH, INDIAN THREADFIN, MIRROR FISH, PLUMED TREVALLY; COMMON. COASTAL MARINE FISH; [PLACE OF COLLECTION: MUMBAI, CHENNAI AND MANDAPAM]",423,1.27,0.0,0.0,22.09
P026,CICHLID FISH,COMMON,386,1.38,0.0,0.0,19.68
P026,CUNDAHLE,O,386,1.38,0.0,0.0,19.68
P026,"SETHTHA KENDAI, KARASSAR, SETHAKENDAI, SETHAKANDAI, PALINCHA, PANISHETTAI, UDUPATTI",TAM,386,1.38,0.0,0.0,19.68
P026,KARIMEEN,"E. GREEN CHROMIDE, PEARLSPOT CICHLID, BANDED PEARLSPOT, STRIPED CHROMIDE, PEARL SPOT, BANDED ETROPLUS; KAN. ELIMEENU; KASH. PITUL; KON. KALUNDER; MAL. KARIMEEN, ERUMEEN, IRIMEEN; O. CUNDAHLE; TAM. SETHTHA KENDAI, KARASSAR, SETHAKENDAI, SETHAKANDAI, PALINCHA, PANISHETTAI, UDUPATTI; TEL. CASHI MARA, CASHIMARA, DUVVENACHEPA; COMMON. CICHLID FISH; [PLACE OF COLLECTION: KOCHI]",386,1.38,0.0,0.0,19.68
P026,"GREEN CHROMIDE, PEARLSPOT CICHLID, BANDED PEARLSPOT, STRIPED CHROMIDE, PEARL SPOT, BANDED ETROPLUS",E,386,1.38,0.0,0.0,19.68
P026,ELIMEENU,KAN,386,1.38,0.0,0.0,19.68
P026,PITUL,KASH,386,1.38,0.0,0.0,19.68
P026,"KARIMEEN, ERUMEEN, IRIMEEN",MAL,386,1.38,0.0,0.0,19.68
P026,"CASHI MARA, CASHIMARA, DUVVENACHEPA",TEL,386,1.38,0.0,0.0,19.68
P026,KALUNDER,KON,386,1.38,0.0,0.0,19.68
P027,KARNAGAWALA,E. BROAD STRIPED ANCHOVY; [PLACE OF COLLECTION: VIZAG],363,0.84,0.0,0.0,19.52
P027,BROAD STRIPED ANCHOVY,E,363,0.84,0.0,0.0,19.52
P028,"KUPPA, GEDAR, BUGUDI, PIMP",MAR,454,3.0,0.0,0.0,20.15
P028,POOVAN CHOORA,MAL,454,3.0,0.0,0.0,20.15
P028,BOKADO,KON,454,3.0,0.0,0.0,20.15
P028,"GEDAR, GEDARA",G,454,3.0,0.0,0.0,20.15
P028,SOCCER,TAM,454,3.0,0.0,0.0,20.15
P028,KAYRAI,"E. YELLOWFIN TUNA, YELLOW FIN TUNA; G. GEDAR, GEDARA; KON. BOKADO; MAL. POOVAN CHOORA; MAR. KUPPA, GEDAR, BUGUDI, PIMP; TAM. SOCCER; COMMON. TUNA; [PLACE OF COLLECTION: CHENNAI]",454,3.0,0.0,0.0,20.15
P028,"YELLOWFIN TUNA, YELLOW FIN TUNA",E,454,3.0,0.0,0.0,20.15
P029,KIRIYAN,"E. YELLOWTAIL SCAD, NORTHERN YELLOWTAIL SCAD, ONE FINLET SCAD, DEEP TREVALLY, OMAKA, HORSE MACKEREL; KAN. GONDLU; MAL. PARA; TAM. PULLI PARAI, PARA, WARRI PARAH, VENNAI PARAI, SEMAPARAI, PARAI, THENGA PARAI, KOMARAPARAI, KILISAI; TEL. MANJAL PARAI, PULLI PARAI, PARA; COMMON. SMALL INSHORE MARINE FISH; [PLACE OF COLLECTION: KOCHI]",556,4.7,0.0,0.0,22.49
P029,"YELLOWTAIL SCAD, NORTHERN YELLOWTAIL SCAD, ONE FINLET SCAD, DEEP TREVALLY, OMAKA, HORSE MACKEREL",E,556,4.7,0.0,0.0,22.49
P029,GONDLU,KAN,556,4.7,0.0,0.0,22.49
P029,PARA,MAL,556,4.7,0.0,0.0,22.49
P029,"PULLI PARAI, PARA, WARRI PARAH, VENNAI PARAI, SEMAPARAI, PARAI, THENGA PARAI, KOMARAPARAI, KILISAI",TAM,556,4.7,0.0,0.0,22.49
P029,"MANJAL PARAI, PULLI PARAI, PARA",TEL,556,4.7,0.0,0.0,22.49
P029,SMALL INSHORE MARINE FISH,COMMON,556,4.7,0.0,0.0,22.49
P030,SHORTFIN DEVIL RAY,E,413,0.56,0.0,0.0,23.07
P030,KITE FISH,E. SHORTFIN DEVIL RAY; COMMON. RAY; [PLACE OF COLLECTION: KOCHI],413,0.56,0.0,0.0,23.07
P030,RAY,COMMON,413,0.56,0.0,0.0,23.07
P031,"GAHNU, GALIKOORU",O,528,3.36,0.0,0.0,23.72
P031,"NAVERI HAJAM, NAVERI",MAR,528,3.36,0.0,0.0,23.72
P031,"KOTHA, MARAKKERI, KEERI, KALLAKEEDAM",MAL,528,3.36,0.0,0.0,23.72
P031,KORKA,"E. CRESCENT GRUNTER, TARGET FISH, CRESCENT BASS, CRESCENT PERCH, TIGER BASS, JARBUA TERAPON, TIGER PERCH, SQUEAKING PERCH; B. BOORGOONI, JEERPYE; G. GARANGETA, NAIDA; KAN. GORE; MAL. KOTHA, MARAKKERI, KEERI, KALLAKEEDAM; MAR. NAVERI HAJAM, NAVERI; O. GAHNU, GALIKOORU; TAM. MATTAKKEECHAN, PALIN KEETCHAN, KOVAKEECHAN, PALINKEECHAN, POOTANKEELI, KEELI, KEECHAN, CHAVATHINNIKEELI; TEL. BAIKEELI, KILIPOTHU, GANAM, SAMUDRAKILI; COMMON. GRUNTER; [PLACE OF COLLECTION: KOCHI]",528,3.36,0.0,0.0,23.72
P031,"GARANGETA, NAIDA",G,528,3.36,0.0,0.0,23.72
P031,"BOORGOONI, JEERPYE",B,528,3.36,0.0,0.0,23.72
P031,"CRESCENT GRUNTER, TARGET FISH, CRESCENT BASS, CRESCENT PERCH, TIGER BASS, JARBUA TERAPON, TIGER PERCH, SQUEAKING PERCH",E,528,3.36,0.0,0.0,23.72
P031,"MATTAKKEECHAN, PALIN KEETCHAN, KOVAKEECHAN, PALINKEECHAN, POOTANKEELI, KEELI, KEECHAN, CHAVATHINNIKEELI",TAM,528,3.36,0.0,0.0,23.72
P031,"BAIKEELI, KILIPOTHU, GANAM, SAMUDRAKILI",TEL,528,3.36,0.0,0.0,23.72
P031,GORE,KAN,528,3.36,0.0,0.0,23.72
P031,GRUNTER,COMMON,528,3.36,0.0,0.0,23.72
P032,KULAM PAARAI,"E. YELLOWSPOTTED TREVALLY, YELLOWSPOTTED KINGFISH, GOLDSPOTTED TREVALLY, TARRUM; COMMON. LARGE INSHORE MARINE FISH; [PLACE OF COLLECTION: CHENNAI]",501,3.6,0.0,0.0,21.62
P032,"YELLOWSPOTTED TREVALLY, YELLOWSPOTTED KINGFISH, GOLDSPOTTED TREVALLY, TARRUM",E,501,3.6,0.0,0.0,21.62
P032,LARGE INSHORE MARINE FISH,COMMON,501,3.6,0.0,0.0,21.62
P033,MARINE FISH,COMMON,366,0.67,0.0,0.0,20.11
P033,MAAGAA,E. STRIPED THREADFIN; COMMON. MARINE FISH; [PLACE OF COLLECTION: VIZAG],366,0.67,0.0,0.0,20.11
P033,STRIPED THREADFIN,E,366,0.67,0.0,0.0,20.11
P034,"INDIAN MACKEREL, RAKE GILLAT MACKEREL",E,423,1.53,0.0,0.0,21.51
P034,BANGADA,G,423,1.53,0.0,0.0,21.51
P034,"BANGDA, BANGADEI, BANGADA",KAN,423,1.53,0.0,0.0,21.51
P034,"AYILA, AYALA, AYLA",MAL,423,1.53,0.0,0.0,21.51
P034,KARAN KITA,O,423,1.53,0.0,0.0,21.51
P034,"KANANGELUTHI, KUMALA, KUMLA, AUGALAI",TAM,423,1.53,0.0,0.0,21.51
P034,"KANNANGADATHA, KANAGURTA, KAMANGADACHALU",TEL,423,1.53,0.0,0.0,21.51
P034,MACKEREL,"E. INDIAN MACKEREL, RAKE GILLAT MACKEREL; G. BANGADA; KAN. BANGDA, BANGADEI, BANGADA; KON. BANGADA; MAL. AYILA, AYALA, AYLA; MAR. KAULAGEDAR, BANGADA, KAULA GEDAR; O. KARAN KITA; TAM. KANANGELUTHI, KUMALA, KUMLA, AUGALAI; TEL. KANNANGADATHA, KANAGURTA, KAMANGADACHALU; COMMON. MACKEREL; [PLACE OF COLLECTION: CHENNAI, MUMBAI AND GOA]",423,1.53,0.0,0.0,21.51
P034,"KAULAGEDAR, BANGADA, KAULA GEDAR",MAR,423,1.53,0.0,0.0,21.51
P035,RETICULATED UNICORNFISH,E,398,1.0,0.0,0.0,21.27
P035,MANDA CLATHI,E. RETICULATED UNICORNFISH; [PLACE OF COLLECTION: MANDAPAM],398,1.0,0.0,0.0,21.27
P036,PALA,MAL,389,0.79,0.0,0.0,21.17
P036,MARINE TROPICAL FISH,COMMON,389,0.79,0.0,0.0,21.17
P036,MATHA,"E. ELONGATE SURGEONFISH, BLUE LINED SURGEONFISH; MAL. PALA; COMMON. MARINE TROPICAL FISH; [PLACE OF COLLECTION: CHENNAI AND VIZAG]",389,0.79,0.0,0.0,21.17
P036,"ELONGATE SURGEONFISH, BLUE LINED SURGEONFISH",E,389,0.79,0.0,0.0,21.17
P037,"PAL KENDAI, PALMEEN, TULU CANDUL, THULLU, PALAI MEEN",TAM,442,1.09,0.0,0.0,23.66
P037,"PALLABONTHA, POLAH BONTAH",TEL,442,1.09,0.0,0.0,23.66
P037,"HUMEEN, HOOMEENU, HOO MEENU",KAN,442,1.09,0.0,0.0,23.66
P037,"MILKFISH, MILK FISH, WHITE MULLET",E,442,1.09,0.0,0.0,23.66
P037,POOMEEN,MAL,442,1.09,0.0,0.0,23.66
P037,MILK FISH,"E. MILKFISH, MILK FISH, WHITE MULLET; KAN. HUMEEN, HOOMEENU, HOO MEENU; MAL. POOMEEN; TAM. PAL KENDAI, PALMEEN, TULU CANDUL, THULLU, PALAI MEEN; TEL. PALLABONTHA, POLAH BONTAH; [PLACE OF COLLECTION: MANDAPAM]",442,1.09,0.0,0.0,23.66
P038,PERCH FISH,COMMON,526,4.69,0.0,0.0,20.74
P038,"AMBUTAN PARAH, AMATTIKATTI",TAM,526,4.69,0.0,0.0,20.74
P038,AMBATTAN PARAH,MAL,526,4.69,0.0,0.0,20.74
P038,MOON FISH,"E. MOONFISH; G. VANIANI; KAN. HAKKIMEEN; MAL. AMBATTAN PARAH; TAM. AMBUTAN PARAH, AMATTIKATTI; COMMON. PERCH FISH; [PLACE OF COLLECTION: MUMBAI]",526,4.69,0.0,0.0,20.74
P038,HAKKIMEEN,KAN,526,4.69,0.0,0.0,20.74
P038,VANIANI,G,526,4.69,0.0,0.0,20.74
P038,MOONFISH,E,526,4.69,0.0,0.0,20.74
P039,MULLET,"E. FLATHEAD GREY MULLET, FLATHEAD GREYMULLET; B. AIN; G. BHOMAT, BOI, GANDHIA; KAN. MALA; MAL. TIRUTHA, THIRUTHA, TIRUTA; MAR. BOI, MANGAN, BOITA, PILAS, BOL, PILSA, SHERTO; TAM. MADAVAI, KASMEEN, MANLA; TEL. KATHIPAREGA, KATHI PARENGA; COMMON. FOOD FISH; [PLACE OF COLLECTION: MUMBAI, KOCHI AND CHENNAI]",393,1.32,0.0,0.0,20.23
P039,"KATHIPAREGA, KATHI PARENGA",TEL,393,1.32,0.0,0.0,20.23
P039,"MADAVAI, KASMEEN, MANLA",TAM,393,1.32,0.0,0.0,20.23
P039,"BOI, MANGAN, BOITA, PILAS, BOL, PILSA, SHERTO",MAR,393,1.32,0.0,0.0,20.23
P039,"TIRUTHA, THIRUTHA, TIRUTA",MAL,393,1.32,0.0,0.0,20.23
P039,MALA,KAN,393,1.32,0.0,0.0,20.23
P039,AIN,B,393,1.32,0.0,0.0,20.23
P039,FOOD FISH,COMMON,393,1.32,0.0,0.0,20.23
P039,"FLATHEAD GREY MULLET, FLATHEAD GREYMULLET",E,393,1.32,0.0,0.0,20.23
P039,"BHOMAT, BOI, GANDHIA",G,393,1.32,0.0,0.0,20.23
