Food Code; code,Food Name; name,Local Name; lang,Energy; enerc,Total Fat; fatce,Dietary Fiber; fibtg,Carbohydrate; choavldf,Protein; protcnt
A001,"AMARANTH SEED, BLACK",A. MORICHA GUTI; H. RAMDANA; KAN. DANTHU BEEJA; KASH. MAWAL; MAL. CHEERA VITHU; M. CHENGKRUK MARU; MAR. CAVALI BIYA; O. KOSALA SAG MANJI DHALA; P. CHAULALI BEEJ; TAM. KEERAI VIDAI; TEL. THOTAKOORA GINJALU.,1490,5.74,7.02,59.98,14.59
A001,DANTHU BEEJA,KAN,1490,5.74,7.02,59.98,14.59
A001,MAWAL,KASH,1490,5.74,7.02,59.98,14.59
A001,CHEERA VITHU,MAL,1490,5.74,7.02,59.98,14.59
A001,CHENGKRUK MARU,M,1490,5.74,7.02,59.98,14.59
A001,CAVALI BIYA,MAR,1490,5.74,7.02,59.98,14.59
A001,KOSALA SAG MANJI DHALA,O,1490,5.74,7.02,59.98,14.59
A001,CHAULALI BEEJ,P,1490,5.74,7.02,59.98,14.59
A001,KEERAI VIDAI,TAM,1490,5.74,7.02,59.98,14.59
A001,THOTAKOORA GINJALU,TEL,1490,5.74,7.02,59.98,14.59
A001,RAMDANA,H,1490,5.74,7.02,59.98,14.59
A001,MORICHA GUTI,A,1490,5.74,7.02,59.98,14.59
A002,"AMARANTH SEED, PALE BROWN",A. MORICHA GUTI; G. RAJAGARO; H. RAMDANA; KAN. DANTHU BEEJA; KASH. MAWAL; MAL. CHEERA VITHU; M. CHENGKRUK MARU; MAR. CAVALI BIYA; O. KOSALA SAG MAJI KALE; P. CHAULALI BEEJ; TAM. KEERAI VIDAI; TEL. THOTAKOORA GINJALU.,1489,5.56,7.47,61.46,13.27
A002,KOSALA SAG MAJI KALE,O,1489,5.56,7.47,61.46,13.27
A002,RAJAGARO,G,1489,5.56,7.47,61.46,13.27
A003,BAJRI,G,1456,5.43,11.49,61.78,10.96
A003,KAMBAM,MAL,1456,5.43,11.49,61.78,10.96
A003,KRAI,KH,1456,5.43,11.49,61.78,10.96
A003,SAJJE,KAN,1456,5.43,11.49,61.78,10.96
A003,SAJJALU,TEL,1456,5.43,11.49,61.78,10.96
A003,PEARL MILLET,E,1456,5.43,11.49,61.78,10.96
A003,BAAJRA,"A., KASH",1456,5.43,11.49,61.78,10.96
A003,KAMBU,TAM,1456,5.43,11.49,61.78,10.96
A003,BAJRA,"A., KASH. BAAJRA; B. BAJRA; E. PEARL MILLET; G. BAJRI; H. BAJRA; KAN. SAJJE; KH. KRAI; MAL. KAMBAM; MAR. BAJRA; N. BAJARA; O. BAJRA; P. BAJRA; TAM. KAMBU; TEL. SAJJALU; U. BAJRA.",1456,5.43,11.49,61.78,10.96
A003,BAJARA,N,1456,5.43,11.49,61.78,10.96
A004,JAV,G,1321,1.3,15.64,61.29,10.94
A004,JAU,H,1321,1.3,15.64,61.29,10.94
A004,WUSHKE,KASH,1321,1.3,15.64,61.29,10.94
A004,SATH,MAR,1321,1.3,15.64,61.29,10.94
A004,JABA,O,1321,1.3,15.64,61.29,10.94
A004,JAO,P,1321,1.3,15.64,61.29,10.94
A004,BARLI,A,1321,1.3,15.64,61.29,10.94
A004,BAARLI ARISI,TAM,1321,1.3,15.64,61.29,10.94
A004,BARLEY,A. BARLI; B. BARLEY; G. JAV; H. JAU; KAN. BARLEY; KASH. WUSHKE; KH. KRAI; MAL. BARLEY; MAR. SATH; N. JAU; O. JABA; P. JAO; S. YAVA; TAM. BAARLI ARISI; TEL. BARLEY; U. JAU.,1321,1.3,15.64,61.29,10.94
A004,YAVA,S,1321,1.3,15.64,61.29,10.94
A005,PINGU,KASH,1398,1.73,10.22,67.68,9.97
A005,JONDHAHLAA,MAR,1398,1.73,10.22,67.68,9.97
A005,JANHA,O,1398,1.73,10.22,67.68,9.97
A005,JAVARA,P,1398,1.73,10.22,67.68,9.97
A005,CHOLAM,TAM,1398,1.73,10.22,67.68,9.97
A005,JONNA,TEL,1398,1.73,10.22,67.68,9.97
A005,JOLADA,KAN,1398,1.73,10.22,67.68,9.97
A005,IRUNKU,MAL,1398,1.73,10.22,67.68,9.97
A005,JOWAR,A. JOWAR; B. JOWAR; E. SORGHUM; G. JOWAR; H. JOWAR; KAN. JOLADA; KASH. PINGU; KH. KRAI; MAL. IRUNKU; MAR. JONDHAHLAA; O. JANHA; P. JAVARA; TAM. CHOLAM; TEL. JONNA; U. JOWAR.,1398,1.73,10.22,67.68,9.97
A005,SORGHUM,E,1398,1.73,10.22,67.68,9.97
A006,SYMBAI RIEWHADEM STEM,KH,1398,3.77,12.24,64.77,8.8
A006,MOKKAJONNA,TEL,1398,3.77,12.24,64.77,8.8
A006,MAKKA CHOLAM,TAM,1398,3.77,12.24,64.77,8.8
A006,YAAVANAALA,S,1398,3.77,12.24,64.77,8.8
A006,CHHALI,P,1398,3.77,12.24,64.77,8.8
A006,SUKHA MAKAI,N,1398,3.77,12.24,64.77,8.8
A006,MAKA,MAR,1398,3.77,12.24,64.77,8.8
A006,CHUJAAK,M,1398,3.77,12.24,64.77,8.8
A006,MAIZE,MAL,1398,3.77,12.24,64.77,8.8
A006,MEKKE JOLA,KAN,1398,3.77,12.24,64.77,8.8
A006,MAKKA,H,1398,3.77,12.24,64.77,8.8
A006,MAKAI,G,1398,3.77,12.24,64.77,8.8
A006,CORN,E,1398,3.77,12.24,64.77,8.8
A006,BHUTTA,B,1398,3.77,12.24,64.77,8.8
A006,MAKOI,A,1398,3.77,12.24,64.77,8.8
A006,"MAIZE, DRY",A. MAKOI; B. BHUTTA; E. CORN; G. MAKAI; H. MAKKA; KAN. MEKKE JOLA; KASH. MAKAI; KH. SYMBAI RIEWHADEM STEM; MAL. MAIZE; M. CHUJAAK; MAR. MAKA; N. SUKHA MAKAI; O. MAKA; P. CHHALI; S. YAAVANAALA; TAM. MAKKA CHOLAM; TEL. MOKKAJONNA; U. MAKAI.,1398,3.77,12.24,64.77,8.8
A007,"MAIZE, TENDER, LOCAL",A. MAKOI; B. BHUTTA; E. CORN; G. LILI MAKAI; H. MAKKA; KAN. MEKKE JOLA; KASH. MAKAI; KH. RIEWHADEM STEM; MAL. MAIZE; M. CHUJAAK; MAR. MAKA; N. MAKAI; O. MAKA; P. CHHALI; TAM. MAKKA CHOLAM; TEL. MOKKAJONNA; U. MAKAI.,502,1.4,3.67,22.69,3.57
A007,LILI MAKAI,G,502,1.4,3.67,22.69,3.57
A007,RIEWHADEM STEM,KH,502,1.4,3.67,22.69,3.57
A008,"MAIZE, TENDER, SWEET",A. MAKOI; B. BHUTTA; E. CORN; G. LILI MAKAI; H. MAKKA; KAN. MEKKE JOLA; KASH. MAKAI; KH. RIEWHADEM LIEH; MAL. MAIZE; M. CHUJAAK; MAR. MAKA; N. MAKAI; O. MAKA; P. CHHALI; TAM. MAKKA CHOLAM; TEL. MOKKAJONNA; U. MAKAI.,405,1.35,3.3,16.42,4.16
A008,RIEWHADEM LIEH,KH,405,1.35,3.3,16.42,4.16
A009,QUINOA,NA,1374,5.5,14.66,53.65,13.11
A010, MANDAL,P,1342,1.92,11.18,66.82,7.16
A010,MADHULIKA,S,1342,1.92,11.18,66.82,7.16
A010,KODO,N,1342,1.92,11.18,66.82,7.16
A010,BHAKRI,KAN,1342,1.92,11.18,66.82,7.16
A010,KELVARAGU,TAM,1342,1.92,11.18,66.82,7.16
A010,MANDIA,O,1342,1.92,11.18,66.82,7.16
A010,BAVATO,G,1342,1.92,11.18,66.82,7.16
A010,FINGER MILLET,E,1342,1.92,11.18,66.82,7.16
A010,PANJAPULLE,MAL,1342,1.92,11.18,66.82,7.16
A010,RAGI,A. RAGI; B. RAGI; E. FINGER MILLET; G. BAVATO; H. RAGI; KAN. BHAKRI; KH. UKRAI; MAL. PANJAPULLE; MAR. BHAKRI; N. KODO; O. MANDIA; P.  MANDAL; S. MADHULIKA; TAM. KELVARAGU; TEL. RAGI; U. MANDWA.,1342,1.92,11.18,66.82,7.16
A010,MANDWA,U,1342,1.92,11.18,66.82,7.16
A010,UKRAI,KH,1342,1.92,11.18,66.82,7.16
A011,"CHIDE, CHIRA",B,1480,1.14,3.46,76.75,7.44
A011,"CHIRA, CHIURA",A,1480,1.14,3.46,76.75,7.44
A011,"ATUKULU, ATTUKULU",TEL,1480,1.14,3.46,76.75,7.44
A011,CHIRWRE,P,1480,1.14,3.46,76.75,7.44
A011,"CHUDAA, CHUDA",O,1480,1.14,3.46,76.75,7.44
A011,CHENGPAAK,M,1480,1.14,3.46,76.75,7.44
A011,AVAL,MAL,1480,1.14,3.46,76.75,7.44
A011,SHIRA,KH,1480,1.14,3.46,76.75,7.44
A011,POHE,MAR,1480,1.14,3.46,76.75,7.44
A011,AVALAKKI,KAN,1480,1.14,3.46,76.75,7.44
A011,POHA,H,1480,1.14,3.46,76.75,7.44
A011,PAUNVA,G,1480,1.14,3.46,76.75,7.44
A011,"FLATTENED RICE, BEATEN RICE",E,1480,1.14,3.46,76.75,7.44
A011,RICE FLAKES,"A. CHIRA, CHIURA; B. CHIDE, CHIRA; E. FLATTENED RICE, BEATEN RICE; G. PAUNVA; H. POHA; KAN. AVALAKKI; KASH. CHEVRI; KH. SHIRA; MAL. AVAL; M. CHENGPAAK; MAR. POHE; O. CHUDAA, CHUDA; P. CHIRWRE; TAM. AVAL; TEL. ATUKULU, ATTUKULU.",1480,1.14,3.46,76.75,7.44
A011,CHEVRI,KASH,1480,1.14,3.46,76.75,7.44
A012,MURAI,N,1514,1.62,2.56,77.68,7.47
A012,RICE PUFFED,A. MURI; B. MURI; G. MAMRA; H. MURAMURE; KAN. KALLE PURI; KASH. TOMUL; KH. MURI; MAL. PORI; M. KABOK MUR; MAR. CHIRMURE; N. MURAI; O. MUDHI; P. PHULIAN; TAM. PORI; TEL. MARAMARALU; U. MURMURE.,1514,1.62,2.56,77.68,7.47
A012,MURMURE,U,1514,1.62,2.56,77.68,7.47
A012,MARAMARALU,TEL,1514,1.62,2.56,77.68,7.47
A012,PHULIAN,P,1514,1.62,2.56,77.68,7.47
A012,MUDHI,O,1514,1.62,2.56,77.68,7.47
A012,CHIRMURE,MAR,1514,1.62,2.56,77.68,7.47
A012,MAMRA,G,1514,1.62,2.56,77.68,7.47
A012,PORI,MAL,1514,1.62,2.56,77.68,7.47
A012,TOMUL,KASH,1514,1.62,2.56,77.68,7.47
A012,KALLE PURI,KAN,1514,1.62,2.56,77.68,7.47
A012,MURAMURE,H,1514,1.62,2.56,77.68,7.47
A012,MURI,A,1514,1.62,2.56,77.68,7.47
A012,KABOK MUR,M,1514,1.62,2.56,77.68,7.47
A013,CHENG,M,1480,1.24,4.43,74.8,9.16
A013,DAMPUDU BIYYAM,TEL,1480,1.24,4.43,74.8,9.16
A013,ARISI,TAM,1480,1.24,4.43,74.8,9.16
A013,KUTHARI ,MAL,1480,1.24,4.43,74.8,9.16
A013,KATHAI CHOKHA,G,1480,1.24,4.43,74.8,9.16
A013,BHURA CHOUL,P,1480,1.24,4.43,74.8,9.16
A013,KHAW SAW,KH,1480,1.24,4.43,74.8,9.16
A013,MATIA RANGAR CHAUL,A,1480,1.24,4.43,74.8,9.16
A013,"RICE, RAW, BROWN",A. MATIA RANGAR CHAUL; E. WHOLE GRAIN RICE; G. KATHAI CHOKHA; H. CHAWAL; P. BHURA CHOUL; KASH. TOMUL; KH. KHAW SAW; MAL. KUTHARI ; M. CHENG; TAM. ARISI; TEL. DAMPUDU BIYYAM.,1480,1.24,4.43,74.8,9.16
A013,WHOLE GRAIN RICE,E,1480,1.24,4.43,74.8,9.16
A013,CHAWAL,H,1480,1.24,4.43,74.8,9.16
A014,UKHUA CHAUL,A,1471,0.55,3.74,77.16,7.81
A014,"RICE, PARBOILED, MILLED",A. UKHUA CHAUL; B. SIDDHA CHOWL; E. CONVERTED RICE; G. BAFELA CHOKHA; H. USNA CHAWAL; KAN. KUSUBALAKKI; KASH. TOMUL; KH. KHAW BOIL; MAL. PUZHUNGAL ARI; M. CHENG; MAR. UKADLA TANDOOL; O. USUNA CHAULA; P. BIGA HUA CHAWAL; TAM. PUZHUNGAL ARISI; TEL. UPPUDU BIYYAM.,1471,0.55,3.74,77.16,7.81
A014,UPPUDU BIYYAM,TEL,1471,0.55,3.74,77.16,7.81
A014,BIGA HUA CHAWAL,P,1471,0.55,3.74,77.16,7.81
A014,UKADLA TANDOOL,MAR,1471,0.55,3.74,77.16,7.81
A014,PUZHUNGAL ARISI,TAM,1471,0.55,3.74,77.16,7.81
A014,KHAW BOIL,KH,1471,0.55,3.74,77.16,7.81
A014,KUSUBALAKKI,KAN,1471,0.55,3.74,77.16,7.81
A014,USNA CHAWAL,H,1471,0.55,3.74,77.16,7.81
A014,BAFELA CHOKHA,G,1471,0.55,3.74,77.16,7.81
A014,CONVERTED RICE,E,1471,0.55,3.74,77.16,7.81
A014,SIDDHA CHOWL,B,1471,0.55,3.74,77.16,7.81
A014,PUZHUNGAL ARI,MAL,1471,0.55,3.74,77.16,7.81
A014,USUNA CHAULA,O,1471,0.55,3.74,77.16,7.81
A015,MILAT KHUNDA CHAUL,A,1491,0.52,2.81,78.24,7.94
A015,CHOWL,B,1491,0.52,2.81,78.24,7.94
A015,CHOKA,G,1491,0.52,2.81,78.24,7.94
A015,AKKI,KAN,1491,0.52,2.81,78.24,7.94
A015,TONDOOL,MAR,1491,0.52,2.81,78.24,7.94
A015,CHAUL,P,1491,0.52,2.81,78.24,7.94
A015,BIYYAM,TEL,1491,0.52,2.81,78.24,7.94
A015,CHAULA,O,1491,0.52,2.81,78.24,7.94
A015,"RICE, RAW, MILLED",A. MILAT KHUNDA CHAUL; B. CHOWL; G. CHOKA; H. CHAWAL; KAN. AKKI; KASH. TOMUL; KH. KHAW BOIL; M. CHENG; MAR. TONDOOL; O. CHAULA; P. CHAUL; TAM. ARISI; TEL. BIYYAM.,1491,0.52,2.81,78.24,7.94
A016,LITTLE MILLET,E,1449,3.89,7.72,65.55,10.13
A016,SWANK,P,1449,3.89,7.72,65.55,10.13
A016,SUAN,O,1449,3.89,7.72,65.55,10.13
A016,SAVA,MAR,1449,3.89,7.72,65.55,10.13
A016,CHAMA,MAL,1449,3.89,7.72,65.55,10.13
A016,SAMAI,B. SAMA; E. LITTLE MILLET; G. KURI; H. SHAVAN; KAN. SAMA; KASH. GANUHAAR; MAL. CHAMA; MAR. SAVA; O. SUAN; P. SWANK; TAM. SAMAI; TEL. SAMA.,1449,3.89,7.72,65.55,10.13
A016,SAMA,B,1449,3.89,7.72,65.55,10.13
A016,GANUHAAR,KASH,1449,3.89,7.72,65.55,10.13
A016,KURI,G,1449,3.89,7.72,65.55,10.13
A016,SHAVAN,H,1449,3.89,7.72,65.55,10.13
A017,RALA,MAR,1388,2.55,6.39,66.19,8.92
A017,RAL GANA,G,1388,2.55,6.39,66.19,8.92
A017,KODO MILLET,E,1388,2.55,6.39,66.19,8.92
A017,SYAMA DHAN,B,1388,2.55,6.39,66.19,8.92
A017,KONIDHAN,A,1388,2.55,6.39,66.19,8.92
A017,PRIYANGU THENE,KAN,1388,2.55,6.39,66.19,8.92
A017,VARAGU,A. KONIDHAN; B. SYAMA DHAN; E. KODO MILLET; G. RAL GANA; KAN. PRIYANGU THENE; KASH. SNOL; MAL. THINA; MAR. RALA; P. KANGNI; TAM. THINAI; TEL. KARRALU.,1388,2.55,6.39,66.19,8.92
A017,KANGNI,P,1388,2.55,6.39,66.19,8.92
A017,THINAI,TAM,1388,2.55,6.39,66.19,8.92
A017,KARRALU,TEL,1388,2.55,6.39,66.19,8.92
A017,SNOL,KASH,1388,2.55,6.39,66.19,8.92
A017,THINA,MAL,1388,2.55,6.39,66.19,8.92
A018,MOIDA,A,1472,0.76,2.76,74.27,10.36
A018,MAIDA,B,1472,0.76,2.76,74.27,10.36
A018,MAIDO,G,1472,0.76,2.76,74.27,10.36
A018,OAT,KASH,1472,0.76,2.76,74.27,10.36
A018,MAIDA PINDI,TEL,1472,0.76,2.76,74.27,10.36
A018,MAIDA MAVU,MAL,1472,0.76,2.76,74.27,10.36
A018,"WHEAT FLOUR, REFINED",A. MOIDA; B. MAIDA; G. MAIDO; H. MAIDA; KAN. MAIDA; KASH. OAT; KH. MOIDA; MAL. MAIDA MAVU; M. MOIDA; MAR. MAIDA; N. MAIDA; O. MAIDA; P. MAIDA; TAM. MAIDA MAVU; TEL. MAIDA PINDI; U. MAIDA.,1472,0.76,2.76,74.27,10.36
A019,SAMPURNA GODHUMA PINDI,TEL,1340,1.53,11.36,64.17,10.57
A019,MULU GODUMAI MAAVU,TAM,1340,1.53,11.36,64.17,10.57
A019,GAHAMA ATTA,O,1340,1.53,11.36,64.17,10.57
A019,KANEEK,MAR,1340,1.53,11.36,64.17,10.57
A019,GODHAMBU MAVU,MAL,1340,1.53,11.36,64.17,10.57
A019,OAT UNNO LOTA GHAUN NO LOT,KASH,1340,1.53,11.36,64.17,10.57
A019,SAMPURNA GODHI HITTU,KAN,1340,1.53,11.36,64.17,10.57
A019,ATTA,H,1340,1.53,11.36,64.17,10.57
A019,SAMAGRA GHA,G,1340,1.53,11.36,64.17,10.57
A019,"WHEAT FLOUR, ATTA",B. ATA; G. SAMAGRA GHA; H. ATTA; KAN. SAMPURNA GODHI HITTU; KASH. OAT UNNO LOTA GHAUN NO LOT; MAL. GODHAMBU MAVU; MAR. KANEEK; O. GAHAMA ATTA; P. ATTA; TAM. MULU GODUMAI MAAVU; TEL. SAMPURNA GODHUMA PINDI.,1340,1.53,11.36,64.17,10.57
A019,ATA,B,1340,1.53,11.36,64.17,10.57
A020,UKEW,KH,1347,1.47,11.23,64.72,10.59
A020,GODHUMALU,TEL,1347,1.47,11.23,64.72,10.59
A020,GEHU,MAR,1347,1.47,11.23,64.72,10.59
A020,GODUMAI,TAM,1347,1.47,11.23,64.72,10.59
A020,GODHUM,S,1347,1.47,11.23,64.72,10.59
A020,KANAKA,P,1347,1.47,11.23,64.72,10.59
A020,GAHAMA,O,1347,1.47,11.23,64.72,10.59
A020,GAU,N,1347,1.47,11.23,64.72,10.59
A020,GODHUMBU,MAL,1347,1.47,11.23,64.72,10.59
A020,KINEK,KASH,1347,1.47,11.23,64.72,10.59
A020,GODHI,KAN,1347,1.47,11.23,64.72,10.59
A020,GHAUN,G,1347,1.47,11.23,64.72,10.59
A020,GOM,B,1347,1.47,11.23,64.72,10.59
A020,GHEHU,A,1347,1.47,11.23,64.72,10.59
A020,"WHEAT, WHOLE",A. GHEHU; B. GOM; G. GHAUN; H. GEHUN; KAN. GODHI; KASH. KINEK; KH. UKEW; MAL. GODHUMBU; M. GHEHU; MAR. GEHU; N. GAU; O. GAHAMA; P. KANAKA; S. GODHUM; TAM. GODUMAI; TEL. GODHUMALU; U. GEHUN.,1347,1.47,11.23,64.72,10.59
A020,GEHUN,H,1347,1.47,11.23,64.72,10.59
A021,GAU KO PITHO,N,1430,1.45,8.81,69.06,10.84
A021,BULGUR GODHI,KAN,1430,1.45,8.81,69.06,10.84
A021,BULGUR GHAUM,G,1430,1.45,8.81,69.06,10.84
A021,"BURGHUL, GROATS, DURUM WHEAT, PASTA WHEAT, MACARONI WHEAT",E,1430,1.45,8.81,69.06,10.84
A021,DALIA,A,1430,1.45,8.81,69.06,10.84
A021,GODHAMBU RAVU,MAL,1430,1.45,8.81,69.06,10.84
A021,KEW,KH,1430,1.45,8.81,69.06,10.84
A021,GODUMAI RAVAI,TAM,1430,1.45,8.81,69.06,10.84
A021,"WHEAT, BULGUR","A. DALIA; B. DALIA; E. BURGHUL, GROATS, DURUM WHEAT, PASTA WHEAT, MACARONI WHEAT; G. BULGUR GHAUM; H. DALIA; KAN. BULGUR GODHI; KASH. KINEK; KH. KEW; MAL. GODHAMBU RAVU; MAR. BULGUR GAHU; N. GAU KO PITHO; O. DALIA; P. DALIA; TAM. GODUMAI RAVAI; TEL. BULGUR; U. DALIA.",1430,1.45,8.81,69.06,10.84
A021,BULGUR,TEL,1430,1.45,8.81,69.06,10.84
A021,BULGUR GAHU,MAR,1430,1.45,8.81,69.06,10.84
A022,GEHUN SUJI,H,1396,0.74,9.72,68.43,11.38
A022,GODHUMA RAVA,TEL,1396,0.74,9.72,68.43,11.38
A022,SOOJ,KASH,1396,0.74,9.72,68.43,11.38
A022,GODHI RAVE,KAN,1396,0.74,9.72,68.43,11.38
A022,UPPUMAVU,MAL,1396,0.74,9.72,68.43,11.38
A022,GHAUM SOJI,G,1396,0.74,9.72,68.43,11.38
A022,GAHU RAVA,MAR,1396,0.74,9.72,68.43,11.38
A022,SUJI,A,1396,0.74,9.72,68.43,11.38
A022,"WHEAT, SEMOLINA","A. SUJI; B. SUJI; E. DURUM WHEAT, PASTA WHEAT, MACARONI WHEAT; G. GHAUM SOJI; H. GEHUN SUJI; KAN. GODHI RAVE; KASH. SOOJ; KH. SUJI; MAL. UPPUMAVU; M. SUJI; MAR. GAHU RAVA; N. SUJI; O. SUJI; P. SUJI; TAM. GODUMAI RAVAI; TEL. GODHUMA RAVA.",1396,0.74,9.72,68.43,11.38
A022,"DURUM WHEAT, PASTA WHEAT, MACARONI WHEAT",E,1396,0.74,9.72,68.43,11.38
A023,SEVIAN,P,1392,0.45,9.28,70.39,9.7
A023,SIMAI,O,1392,0.45,9.28,70.39,9.7
A023,SEWAI LIEH,KH,1392,0.45,9.28,70.39,9.7
A023,SEWIAN,KASH,1392,0.45,9.28,70.39,9.7
A023,SHEVIGE,KAN,1392,0.45,9.28,70.39,9.7
A023,SIWAIN,H,1392,0.45,9.28,70.39,9.7
A023,SEMIYA,MAL,1392,0.45,9.28,70.39,9.7
A023,VERY THIN PASTA,E,1392,0.45,9.28,70.39,9.7
A023,SEMAI,B,1392,0.45,9.28,70.39,9.7
A023,SEWAI,A,1392,0.45,9.28,70.39,9.7
A023,GHAUN NI SEV,G,1392,0.45,9.28,70.39,9.7
A023,"WHEAT, VERMICELLI",A. SEWAI; B. SEMAI; E. VERY THIN PASTA; G. GHAUN NI SEV; H. SIWAIN; KAN. SHEVIGE; KASH. SEWIAN; KH. SEWAI LIEH; MAL. SEMIYA; MAR. SIWAIN; O. SIMAI; P. SEVIAN; TAM. SEMIYA; TEL. SEMIYA; U. SEMIYA.,1392,0.45,9.28,70.39,9.7
A024,BHOONI SEVIAN,P,1423,0.49,9.55,71.42,10.37
A024,GHAUN NI SHEKELI SEV,G,1423,0.49,9.55,71.42,10.37
A024,SEWAI SAW,KH,1423,0.49,9.55,71.42,10.37
A024,"WHEAT, VERMICELLI, ROASTED",A. GOM SEWAI; B. SEMAI; E. VERY THIN PASTA; G. GHAUN NI SHEKELI SEV; H. SIWAIN; KAN. SHEVIGE; KASH. SEWIAN; KH. SEWAI SAW; MAL. SEMIYA; MAR. SIWAIN; O. SIMAI; P. BHOONI SEVIAN; TAM. SEMIYA; TEL. SEMIYA; U. SEMIYA.,1423,0.49,9.55,71.42,10.37
A024,GOM SEWAI,A,1423,0.49,9.55,71.42,10.37
B001,KADALA PARIPPU,MAL,1377,5.31,15.15,46.72,21.55
B001,"BENGAL GRAM, DAL","A. BOOT DAIL; B. CHOLAR DAL; E. SPLIT BENGAL GRAM, CHICKPEA; G. CHANA-NI-DAAD; H. CHAN-KI-DAL; KAN. KADALE BELE; KASH. CHANU DAL; KH. DAI SHANA; MAL. KADALA PARIPPU; M. CHANA TANGKHAI; MAR. HARABARA DAL; N. CHANA KO DAL; O. CHANNA DALI (BUTA DALI); P. SHOLEDI DAL; TAM. KADALAIPARUPPU; TEL. SANAGA PAPU; U. CHANE KI DAL.",1377,5.31,15.15,46.72,21.55
B001,CHOLAR DAL,B,1377,5.31,15.15,46.72,21.55
B001,"SPLIT BENGAL GRAM, CHICKPEA",E,1377,5.31,15.15,46.72,21.55
B001,CHANA-NI-DAAD,G,1377,5.31,15.15,46.72,21.55
B001,CHAN-KI-DAL,H,1377,5.31,15.15,46.72,21.55
B001,KADALE BELE,KAN,1377,5.31,15.15,46.72,21.55
B001,CHANU DAL,KASH,1377,5.31,15.15,46.72,21.55
B001,DAI SHANA,KH,1377,5.31,15.15,46.72,21.55
B001,CHANA TANGKHAI,M,1377,5.31,15.15,46.72,21.55
B001,BOOT DAIL,A,1377,5.31,15.15,46.72,21.55
B001,CHANA KO DAL,N,1377,5.31,15.15,46.72,21.55
B001,CHANE KI DAL,U,1377,5.31,15.15,46.72,21.55
B001,SANAGA PAPU,TEL,1377,5.31,15.15,46.72,21.55
B001,HARABARA DAL,MAR,1377,5.31,15.15,46.72,21.55
B001,SHOLEDI DAL,P,1377,5.31,15.15,46.72,21.55
B001,CHANNA DALI (BUTA DALI),O,1377,5.31,15.15,46.72,21.55
B001,KADALAIPARUPPU,TAM,1377,5.31,15.15,46.72,21.55
B002,SANAGALU,TEL,1201,5.11,25.22,39.56,18.77
B002,KONDAIKADALAI,TAM,1201,5.11,25.22,39.56,18.77
B002,CHANAK,S,1201,5.11,25.22,39.56,18.77
B002,SHOLE,P,1201,5.11,25.22,39.56,18.77
B002,BUTA,O,1201,5.11,25.22,39.56,18.77
B002,CHANA MAPUM,M,1201,5.11,25.22,39.56,18.77
B002,HARBARA,MAR,1201,5.11,25.22,39.56,18.77
B002,KADALA,MAL,1201,5.11,25.22,39.56,18.77
B002,KABULI CHANA,N,1201,5.11,25.22,39.56,18.77
B002,CHANU,KASH,1201,5.11,25.22,39.56,18.77
B002,KADALE,KAN,1201,5.11,25.22,39.56,18.77
B002,"CHANA, KALA CHANA",H,1201,5.11,25.22,39.56,18.77
B002,CHANA,G,1201,5.11,25.22,39.56,18.77
B002,"BENGAL GRAM, WHOLE","A. BOOT; B. CHOLA; E. CHICKPEA; G. CHANA; H. CHANA, KALA CHANA; KAN. KADALE; KASH. CHANU; KH. SHANA KULAI; MAL. KADALA; MAR. HARBARA; M. CHANA MAPUM; N. KABULI CHANA; O. BUTA; P. SHOLE; S. CHANAK; TAM. KONDAIKADALAI; TEL. SANAGALU; U. CHANA.",1201,5.11,25.22,39.56,18.77
B002,CHICKPEA,E,1201,5.11,25.22,39.56,18.77
B002,CHOLA,B,1201,5.11,25.22,39.56,18.77
B002,BOOT,A,1201,5.11,25.22,39.56,18.77
B002,SHANA KULAI,KH,1201,5.11,25.22,39.56,18.77
B003,MAAS KO DAL,N,1356,1.69,11.93,51.0,23.06
B003,"BIRRI DALI, BIRI DALI",O,1356,1.69,11.93,51.0,23.06
B003,MAA KI DAAL,P,1356,1.69,11.93,51.0,23.06
B003,"BLACK GRAM, DAL","A. MATIR DAIL PHOLA; B. BIULIR DAL; E. URAD BEAN, MUNGO BEAN, BLACK MATPE BEAN; G. AADAD NI DAAD; H. URAD DAL; KAN. UDDHINA BELE; KASH. KAHA; MAL. UZHUNNU PARIPPU; M. SAGOL HAWAI TANGKHAI; MAR. UDDACHI DAL; N. MAAS KO DAL; O. BIRRI DALI, BIRI DALI; P. MAA KI DAAL; S. MAASSA; TAM. ULUTHAM PARUPPU; TEL. MINAPA PAPPU; U. MASH KI DAL.",1356,1.69,11.93,51.0,23.06
B003,ULUTHAM PARUPPU,TAM,1356,1.69,11.93,51.0,23.06
B003,MINAPA PAPPU,TEL,1356,1.69,11.93,51.0,23.06
B003,MASH KI DAL,U,1356,1.69,11.93,51.0,23.06
B003,MAASSA,S,1356,1.69,11.93,51.0,23.06
B003,UDDACHI DAL,MAR,1356,1.69,11.93,51.0,23.06
B003,UZHUNNU PARIPPU,MAL,1356,1.69,11.93,51.0,23.06
B003,KAHA,KASH,1356,1.69,11.93,51.0,23.06
B003,MATIR DAIL PHOLA,A,1356,1.69,11.93,51.0,23.06
B003,SAGOL HAWAI TANGKHAI,M,1356,1.69,11.93,51.0,23.06
B003,BIULIR DAL,B,1356,1.69,11.93,51.0,23.06
